web-scraper-order,web-scraper-start-url,total_ads,ad_id,ad_start_date,ad_status,ad_count,ad_text,ad_cta_text,ad_video,ad_image-src,ad_brandname,ad_cta_domain,ad_cta_title,ad_cta_subtitle,domain_name
1692279536-3856,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,5.64E+14,04-May-23,Active,,"Baby-soft skin is just a few steps away! Shop The Newborn Gift Set to care for little one's sensitive skin, makes the perfect gift for any expecting mama (or yourself!).",Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/344856070_612588387446602_4057888417196713033_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=WJyHjw6zchYAX-NTONK&_nc_ht=scontent.fblr2-2.fna&oh=00_AfDnZQ9YxQrmvCddZ20Q_NVegGm5PAOm877mSgTuCdO5Cw&oe=64E27B17,Tubby Todd Bath Co.,TUBBYTODD.COM,,,tubbytodd.com
1692279536-3859,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,2.09E+15,27-Apr-23,Active,2.0,"""Eliminated all the other products! This is the only brand that can make great and moisturizing products for my baby’s sensitive skin!”
—Lynette V. 

Try The Regulars Bundle!",Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/343930447_1318548625357578_1625324062033200462_n.jpg?stp=dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=d-YVDAKC060AX_XyH-h&_nc_oc=AQl8TjF7z3MJO9aV4R_PJDHgetyXMX7fwrdxEBJPvF08FBfJ__iEKliQGIXmx-3QUlw&_nc_ht=scontent.fblr2-1.fna&oh=00_AfBTmp2aim5etYV4B2feP_ekyeVmDsmi17wBLmsHnX0DnA&oe=64E3F0F0,Tubby Todd Bath Co.,TUBBYTODD.COM,,,tubbytodd.com
1692279536-3860,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,7.98E+14,27-Apr-23,Active,,"Formulated with sensitive underams in mind, Deo Stick helps neutralize bacteria to eliminate stinky odors.",Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/343323858_165966276405451_7743504469771380161_n.jpg?stp=dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=MlbWZMe-vVYAX9FHN0y&_nc_ht=scontent.fblr2-2.fna&oh=00_AfBhVB62Qbz0CPQTXEbRNUtByPy_4VGAA4FAogNR7sb5SA&oe=64E2CD56,Tubby Todd Bath Co.,TUBBYTODD.COM,,,tubbytodd.com
1692279536-3863,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,3.45E+15,24-Apr-23,Active,,"""Heard amazing things about the Tubby Todd All Over Ointment from a mom’s group and it did not disappoint! I didn’t want to do trial and error on a bunch of other products when so many moms raved about this. It is a bit more expensive but a little goes a long way and it’s literally a miracle cream! I really see a difference in my baby’s skin. I will definitely buy a bigger jar next!”—Helen N.",Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/343429780_625691615688985_4213055587618957892_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=2X3Q-qORohUAX-YdUg-&_nc_ht=scontent.fblr2-2.fna&oh=00_AfAu5qgJJGxQWbDi2_4ark9wg01DmxJSMhkmmRGPi608FQ&oe=64E3A6A1,Tubby Todd Bath Co.,TUBBYTODD.COM,,,tubbytodd.com
1692279536-3864,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,1.79E+14,21-Apr-23,Active,,Baby on the way? Congrats! Caring for newborn's sensitive skin can be intimidating but we're here to help! Grab The Newborn Gift Set—6 essential products to get babe started on the perfect skincare routine.,Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/335140614_1494575861071045_107190957016023480_n.jpg?stp=dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=smrUl93YUfsAX-JIBPn&_nc_ht=scontent.fblr2-1.fna&oh=00_AfDD9eECSxqbMvfqAZPlAnjccNQnUQS7jlivB3JYBaPVHg&oe=64E27712,Tubby Todd Bath Co.,TUBBYTODD.COM,,,tubbytodd.com
1692279536-3865,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,7.37E+14,21-Apr-23,Active,,4 gentle products perfect for sensitive skin—we like to think of this bundle as Baby's first skincare routine 😊,Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/333631553_631198545688203_9204751571508274585_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=hNlTQq3V08kAX-9DZuP&_nc_ht=scontent.fblr2-2.fna&oh=00_AfCca7jgXyfitk5ityaTx9QbxIo2GBqvMyQxsZlkDpfbZw&oe=64E39B28,Tubby Todd Bath Co.,TUBBYTODD.COM,,,tubbytodd.com
1692279536-3866,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,7.80E+14,21-Apr-23,Active,,Baby on the way? Congrats! Caring for newborn's sensitive skin can be intimidating but we're here to help! Grab The Newborn Gift Set—6 essential products to get babe started on the perfect skincare routine.,Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/330655732_544524477769341_3194552481094774142_n.jpg?stp=dst-jpg_s600x600&_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=LgtrSKb4890AX9f8ekY&_nc_ht=scontent.fblr2-1.fna&oh=00_AfAnELxVDlO-iiLrckEbfPQiHmBWx-FxYBnfd_A4w8cjlQ&oe=64E3CB6E,Tubby Todd Bath Co.,TUBBYTODD.COM,,,tubbytodd.com
1692279536-3867,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,1.02E+15,14-Apr-23,Active,,Baby on the way? Congrats! Caring for newborn's sensitive skin can be intimidating but we're here to help! Grab The Newborn Gift Set—6 essential products to get babe started on the perfect skincare routine.,Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/334959563_1341974513251994_6000148200838122369_n.jpg?stp=dst-jpg_s600x600&_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=VuXRztSSfgAAX-oRczy&_nc_ht=scontent.fblr2-1.fna&oh=00_AfBuPCzvyA8zKEPXawv2wgo-Diz__0RpOtjY1ClcvvXhZQ&oe=64E2BD80,Tubby Todd Bath Co.,TUBBYTODD.COM,,,tubbytodd.com
1692279536-3868,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,1.28E+15,14-Apr-23,Active,,4 gentle products perfect for sensitive skin—we like to think of this bundle as Baby's first skincare routine 😊,Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/330367916_123758193837963_1822765082717114912_n.jpg?stp=dst-jpg_s600x600&_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=ebOxBEHntIYAX9fz15f&_nc_ht=scontent.fblr2-1.fna&oh=00_AfDgvXME9jmAQUzf7jk3RYdps1Owb8_PYDDnXFNhFyjXsg&oe=64E226BA,Tubby Todd Bath Co.,TUBBYTODD.COM,,,tubbytodd.com
1692279536-3869,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,1.83E+15,07-Mar-23,Active,,Baby on the way? Congrats! Caring for newborn's sensitive skin can be intimidating but we're here to help! Grab The Newborn Gift Set—6 essential products to get babe started on the perfect skincare routine.,Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/332880616_224214423423150_7157789579660774058_n.jpg?stp=dst-jpg_s600x600&_nc_cat=108&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=-dGxHHwvt9EAX-F_sdi&_nc_ht=scontent.fblr2-2.fna&oh=00_AfA-wPVDdSiXJ2ItZXLjChJxGNskUKh_47Q5MjHDFPV2ag&oe=64E38BEF,Tubby Todd Bath Co.,TUBBYTODD.COM,,,tubbytodd.com
1692279536-3870,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,3.37E+15,07-Mar-23,Active,,4 gentle products perfect for sensitive skin—we like to think of this bundle as Baby's first skincare routine 😊,Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/334953761_574808214583217_4312078476344030438_n.jpg?stp=dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=EQ7Z6UJu1uIAX-bDH8U&_nc_ht=scontent.fblr2-1.fna&oh=00_AfBnoj7eFm__cwhIDbcLsU7sXa3yR7LC0CrxpvezABo0qg&oe=64E3DCAA,Tubby Todd Bath Co.,TUBBYTODD.COM,,,tubbytodd.com
1692279536-3871,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,5.88E+14,22-Feb-23,Active,,,Shop now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/332873018_546409444253394_3470555450154219127_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=rfFyu-hFw9EAX-MaFKJ&_nc_ht=scontent.fblr2-2.fna&oh=00_AfBF1EAuL1xpopG92QGjqdJOlsKI3VIoDWrnDaaSSLSwww&oe=64E2192D,Tubby Todd Bath Co.,TUBBYTODD.COM,AOO Eczema Treatment,Help prevent eczema and soothe irritation with All Over Ointment 🌿,tubbytodd.com
1692279536-3872,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,8.70E+14,22-Feb-23,Active,,"Struggling with eczema, redness, rash or irritation? Give AOO a go! 1% colloidal oatmeal helps to soothe skin sensitivities and promote hydration making it a 🔑 step in any little one's routine.",Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/332765361_3480006765614052_234658053552626389_n.jpg?stp=dst-jpg_s600x600&_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=_u3hSGe0Ww0AX9V6-vV&_nc_ht=scontent.fblr2-1.fna&oh=00_AfD3Mlql7wzCwA4iHuMIzTj57jOlYmvqM_a4SS6XCSTExA&oe=64E2DEAD,Tubby Todd Bath Co.,TUBBYTODD.COM,,Help prevent eczema and soothe irritation with All Over Ointment 🌿,tubbytodd.com
1692279536-3873,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,8.78E+14,22-Feb-23,Active,,"Struggling with eczema, redness, rash or irritation? Give AOO a go! 1% colloidal oatmeal helps to soothe skin sensitivities and promote hydration making it a 🔑 step in any little one's routine.",Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/332380666_741202194082863_2964856269595546808_n.jpg?stp=dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=VL3SrIEDJhEAX8ss5N3&_nc_ht=scontent.fblr2-1.fna&oh=00_AfBNdIzj910pEuqy9-rZc49sfgai0GAuPjBngEBfT8b5zQ&oe=64E2C1B1,Tubby Todd Bath Co.,TUBBYTODD.COM,,Help prevent eczema and soothe irritation with All Over Ointment 🌿,tubbytodd.com
1692279536-3874,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22tubbytodd.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,9.00E+14,22-Feb-23,Active,,"Struggling with eczema, redness, rash or irritation? Give AOO a go! 1% colloidal oatmeal helps to soothe skin sensitivities and promote hydration making it a 🔑 step in any little one's routine.",Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/332105958_499972808998097_6112449023326207648_n.jpg?stp=dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=9FY70MakJnUAX_fePOj&_nc_ht=scontent.fblr2-1.fna&oh=00_AfCcQdeT51fiHSffTpYn6rYOz6get26BMxvYuIuaOOYJPw&oe=64E2B803,Tubby Todd Bath Co.,TUBBYTODD.COM,,Help prevent eczema and soothe irritation with All Over Ointment 🌿,tubbytodd.com
1692279856-3960,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,9.45E+14,16-Aug-23,Active,6.0,Ready to discover the tastiest vegan meals around? Choose from 28+ pre-portioned or prepared options. Get $100 off for a limited time.,Order Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/366599559_2635770049905424_1992385956441886703_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=Shcjh8kVyIUAX9blUVS&_nc_ht=scontent.fblr2-2.fna&oh=00_AfBxuO6msa9pYrmw9ciG8i4YF3s6B-RmJknrzqw0uyLrDQ&oe=64E3DAE0,Purple Carrot,PURPLECARROT.COM,,,purplecarrot.com
1692279856-3962,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,3.57E+15,16-Aug-23,Active,6.0,Ready to discover the tastiest vegan meals around? Choose from 28+ pre-portioned or prepared options. Get $100 off for a limited time.,Order Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/367009831_1466344674127563_5698161143407957465_n.jpg?stp=dst-jpg_s600x600&_nc_cat=108&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=9P2l4a338UAAX9BPHIR&_nc_ht=scontent.fblr2-2.fna&oh=00_AfB1KRx9og6e2wRb0jFwJJPtefy8kkzlfv7OHbHbq2cbIw&oe=64E2BD9C,Purple Carrot,PURPLECARROT.COM,,,purplecarrot.com
1692279856-3963,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,5.76E+14,16-Aug-23,Active,6.0,Ready to discover the tastiest vegan meals around? Choose from 28+ pre-portioned or prepared options. Get $100 off for a limited time.,Order Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/367446217_857154022695126_8844134109895885785_n.jpg?stp=dst-jpg_s600x600&_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=g5GyOnHhP8kAX_JzL9h&_nc_ht=scontent.fblr2-1.fna&oh=00_AfCkK_mx01R6uLiPsb_m-fs7J5E8wGNYzy4NCrugHyGccA&oe=64E27D37,Purple Carrot,PURPLECARROT.COM,,,purplecarrot.com
1692279856-3975,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.46E+15,20-Jul-23,Active,,"Afraid of commitment? Try Purple Carrot with no strings attached. Seriously, no need to sign up for a subscription. We're confident you'll love us as much as our 30K happy customers.",Order Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/362242462_241863558691554_1564952483093173208_n.jpg?stp=dst-jpg_s600x600&_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=uH4udQ_0efEAX-h9caF&_nc_ht=scontent.fblr2-1.fna&oh=00_AfDZuszGsUwFY9MfDmphJNzPMwMQdNKAByngL4o-qZYMmA&oe=64E30F8C,Purple Carrot,PURPLECARROT.COM,,,purplecarrot.com
1692279856-3978,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,6.51E+14,19-Jul-23,Active,5.0,"Purple Carrot's BEST OFFER yet! For a limited time only, get $50 off your first box!",Order Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/358705182_291853363340573_3501012367287634164_n.jpg?stp=dst-jpg_s600x600&_nc_cat=109&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=D2dVuue7DT4AX8kcJ8N&_nc_ht=scontent.fblr2-2.fna&oh=00_AfCy5Odgcq_F168u3Cw32pxwqDwEtPzaI4OuNWi5AAC68A&oe=64E30419,Purple Carrot,PURPLECARROT.COM,$50 Off Your First Box,,purplecarrot.com
1692279856-3981,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,2.35E+14,13-Jul-23,Active,,"Purple Carrot's BEST OFFER yet! For a limited time only, get $50 off your first box!",Order Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/358686897_959067422093500_7314634347193880002_n.jpg?stp=dst-jpg_s600x600&_nc_cat=108&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=QuXwsmWNZ3IAX85Es-R&_nc_ht=scontent.fblr2-2.fna&oh=00_AfAAQh1Pyk5hOol1ifO-XFp-J-Rwqqzrbyg5u8535KAcJQ&oe=64E368BD,Purple Carrot,PURPLECARROT.COM,$50 Off Your First Box,,purplecarrot.com
1692279856-3982,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,2.35E+14,13-Jul-23,Active,,"Purple Carrot's BEST OFFER yet! For a limited time only, get $50 off your first box!",Order Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/359440919_955171225776826_3165531963469105225_n.jpg?stp=dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=lEKdJ97lbT8AX-0uJoO&_nc_ht=scontent.fblr2-2.fna&oh=00_AfAE0fY_FdYs2QtfQoqUYmVp-Yl0i1MM2M5LuwZIcd5usg&oe=64E3C891,Purple Carrot,PURPLECARROT.COM,$50 Off Your First Box,,purplecarrot.com
1692279856-3984,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,6.59E+14,13-Jul-23,Active,2.0,"Purple Carrot's BEST OFFER yet! For a limited time only, get $50 off your first box!",Order Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/359073989_650241703394648_4404961535626534324_n.jpg?stp=dst-jpg_s600x600&_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=VmeZFqf2InMAX9v8gjG&_nc_ht=scontent.fblr2-1.fna&oh=00_AfBFnzdd8Ocgq0Rac5Cyjr6iRRC-XMDoCIUZQT0fnX2bnA&oe=64E33FF9,Purple Carrot,PURPLECARROT.COM,$50 Off Your First Box,,purplecarrot.com
1692279856-3985,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,9.75E+14,13-Jul-23,Active,,"Purple Carrot's BEST OFFER yet! For a limited time only, get $50 off your first box!",Order Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/358677655_815317646674968_8133709431957110474_n.jpg?stp=dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=mF_elWdcjw8AX9bIbt_&_nc_ht=scontent.fblr2-2.fna&oh=00_AfAOrYS6WuZhLheNgykYn_jGzvP68taxJ5HRzhUAyG8NbA&oe=64E25E9D,Purple Carrot,PURPLECARROT.COM,$50 Off Your First Box,,purplecarrot.com
1692279856-3989,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,2.88E+14,26-Jun-23,Active,2.0,Explore our menu today and find something delicious for you!,See Menu,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/341590410_716934526998036_3114845797550362945_n.jpg?stp=dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=ArSV2yB-H4AAX-l-e-r&_nc_ht=scontent.fblr2-1.fna&oh=00_AfC1ZqFhfaBHROhdufifFxL45l0L-upkDRQQQzbMUdEo0Q&oe=64E3A592,Purple Carrot,PURPLECARROT.COM,Explore Our Menu,,purplecarrot.com
1692279856-3990,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,8.25E+14,26-Jun-23,Active,2.0,Explore our menu today and find something delicious for you!,See Menu,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/342045908_212709581460432_7000947871318179785_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=FOv9KJoOghwAX-NhSIP&_nc_ht=scontent.fblr2-2.fna&oh=00_AfD3so-i7p-R9roHkLnrlmXXWOhKlXFMPWNwqisxiPycLA&oe=64E2FF8D,Purple Carrot,PURPLECARROT.COM,Explore Our Menu,,purplecarrot.com
1692279856-3991,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.34E+15,26-Jun-23,Active,2.0,Explore our menu today and find something delicious for you!,See Menu,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/342343986_603856761426115_3219711155108396968_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=HKXN1l2je4cAX8BpfKG&_nc_ht=scontent.fblr2-2.fna&oh=00_AfCFfWbfFEOE4Ffg5rAOKFu5OZNlwjlP0jvoTrqusDAtZw&oe=64E290AD,Purple Carrot,PURPLECARROT.COM,Explore Our Menu,,purplecarrot.com
1692279856-3992,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22purplecarrot.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,2.27E+14,19-Apr-23,Active,,Explore our menu today and find something delicious for you!,See Menu,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/341844589_173398808561061_4249726584659848747_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=dHoH1wsxLQ8AX93WgDk&_nc_ht=scontent.fblr2-2.fna&oh=00_AfCJ0JcDyakG6g8expylfSGOb8hzqm5b8e4rJqqaVio6RQ&oe=64E3063B,Purple Carrot,PURPLECARROT.COM,Explore Our Menu,,purplecarrot.com
1692280077-4194,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22molekule.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~70 results,1.43E+14,15-Aug-23,Active,3.0,Combat smoke,Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/367053973_1665245850644886_6727705977960844377_n.jpg?stp=dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=OHdmpicb8lkAX_0bBoq&_nc_ht=scontent.fblr2-2.fna&oh=00_AfCR9KWVIvRX4L-7SkjeKRHHpjO6fO-m1CtKdcBX_32A7w&oe=64E260D6,Molekule,MOLEKULE.COM,Destroy gasses from wildfire,Combat smoke,molekule.com
1692280077-4196,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22molekule.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~70 results,1.08E+15,15-Aug-23,Active,,"Get an Air Mini+ free!

All you have to do is purchase an Air Pro. Add both to the cart to automatically receive the discount.",Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/367697003_677040854330385_4871420406236658032_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=MkY3VskryLYAX-z38Z9&_nc_ht=scontent.fblr2-1.fna&oh=00_AfCN1eTM8xQTww4NixY0wRs25dLtTzDqtEjiadQghIr7RA&oe=64E2651E,Molekule,MOLEKULE.COM,Buy air pro and get the air mini+ free,,molekule.com
1692280077-4205,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22molekule.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~70 results,9.87E+14,02-Aug-23,Active,,"""The air in my bedroom feels noticeably cleaner. While it hadn't felt like I was breathing in dirty air before per se, the cleanliness I felt in my newly purified space was unbelievable. "" 
Click to read the full review.",Learn More,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/364066203_253994927583848_8388161305667077561_n.jpg?stp=dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=_h_j5FhYWOQAX-VUVG6&_nc_ht=scontent.fblr2-1.fna&oh=00_AfCcAitc9FcDMpwTd4e-Nx2xm90pUbB28uAS9ffdmsFEVQ&oe=64E26745,The Quality Edit,MOLEKULE.COM,Destroy Allergy Triggers🤧,,molekule.com
